ID,ID,Genero,Anio
10562,Under Suspicion,Mystery,2000
201724,Prince of Central Park,Desconocido,2000
12212,Urban Legends: Final Cut,Horror,2000
14629,Woman on Top,Comedy,2000
16,Dancer in the Dark,Drama,2000
13785,Best in Show,Comedy,2000
34299,Beautiful,Comedy,2000
15752,Barenaked in America,Documentary,1999
22597,The Broken Hearts Club: A Romantic Comedy,Comedy,2000
19348,Girlfight,Drama,2000
10637,Remember the Titans,Drama,2000
9003,Hellraiser,Horror,1987
9064,Hellbound: Hellraiser II,Horror,1988
11569,Hellraiser III: Hell on Earth,Horror,1992
10434,"Faraway, So Close!",Drama,1993
26484,Beach Party,Comedy,1963
39113,Bikini Beach,Comedy,1964
38126,Return of the Fly,Drama,1959
53617,Pajama Party,Comedy,1964
469,Stranger Than Paradise,Comedy,1984
2160,Voyage to the Bottom of the Sea,Adventure,1961
2161,Fantastic Voyage,Adventure,1966
3073,Abbott and Costello Meet Frankenstein,Comedy,1948
911,The Bank Dick,Comedy,1940
10973,Creature from the Black Lagoon,Adventure,1954
34077,The Giant Gila Monster,Horror,1959
10787,The Invisible Man,Horror,1933
43109,The Killer Shrews,Horror,1959
43230,Kronos,Science Fiction,1957
15855,Phantom of the Opera,Music,1943
9507,Runaway,Thriller,1984
27475,The Slumber Party Massacre,Comedy,1982
27764,Slumber Party Massacre II,Horror,1987
27767,Slumber Party Massacre III,Horror,1990
40760,Sorority House Massacre,Horror,1986
40446,Sorority House Massacre II,Comedy,1990
24664,Bamboozled,Comedy,2000
21370,Bootmen,Comedy,2000
20455,Digimon: The Movie,Fantasy,2000
10461,Get Carter,Action,2000
1485,Get Carter,Crime,1971
1597,Meet the Parents,Comedy,2000
641,Requiem for a Dream,Crime,2000
10687,Tigerland,Drama,2000
63956,Two Family House,Drama,2000
6521,The Contender,Drama,2000
10763,Dr. T and the Women,Comedy,2000
100975,Just Looking,Drama,1999
16888,The Ladies Man,Comedy,2000
10383,Lost Souls,Horror,2000
21142,Billy Jack,Action,1971
78140,Billy Jack Goes to Washington,Drama,1977
2134,The Time Machine,Thriller,1960
18801,Haunted,Mystery,1995
18498,Ghoulies,Comedy,1984
28605,Ghoulies II,Comedy,1987
42797,The Unsinkable Molly Brown,Comedy,1964
13465,The Adventures of Ichabod and Mr. Toad,Horror,1949
27033,The Strange Love of Martha Ivers,Drama,1946
20367,Detour,Crime,1945
71,Billy Elliot,Drama,2000
1636,Bedazzled,Fantasy,2000
10647,Pay It Forward,Drama,2000
19204,The Beyond,Horror,1981
13762,The Private Eyes,Comedy,1980
12207,The Legend of Drunken Master,Action,1994
11531,Book of Shadows: Blair Witch 2,Mystery,2000
24100,The Little Vampire,Family,2000
10783,Lucky Numbers,Action,2000
47302,Stardom,Comedy,2000
4327,Charlie's Angels,Action,2000
4958,The Legend of Bagger Vance,Fantasy,2000
9678,Little Nicky,Comedy,2000
11978,Men of Honor,Drama,2000
8870,Red Planet,Thriller,2000
77434,What's Cooking?,Comedy,2000
14295,You Can Count on Me,Drama,2000
681,Diamonds Are Forever,Adventure,1971
11372,The Eagle Has Landed,Adventure,1976
8452,The 6th Day,Science Fiction,2000
10862,Bounce,Drama,2000
8871,How the Grinch Stole Christmas,Family,2000
34045,One Day in September,Documentary,1999
16340,Rugrats in Paris: The Movie,Adventure,2000
10481,102 Dalmatians,Comedy,2000
10867,Malena,Drama,2000
10876,Quills,Drama,2000
9741,Unbreakable,Science Fiction,2000
79920,Boys Life 3,Desconocido,2000
146,"Crouching Tiger, Hidden Dragon",Adventure,2000
11849,Dungeons & Dragons,Action,2000
11983,Proof of Life,Action,2000
11678,Vertical Limit,Action,2000
2669,The Bounty,Action,1984
20721,Code of Silence,Action,1985
2609,"Planes, Trains and Automobiles",Comedy,1987
12714,She's Having a Baby,Comedy,1988
92603,Secrets of the Heart,Drama,1997
708,The Living Daylights,Action,1987
1857,The Transformers: The Movie,Animation,1986
10673,Wall Street,Crime,1987
2604,Born on the Fourth of July,Drama,1989
10132,Talk Radio,Drama,1988
11064,Brewster's Millions,Comedy,1985
107,Snatch,Thriller,2000
40820,Punchline,Comedy,1988
37716,Mr Accident,Comedy,2000
392,Chocolat,Comedy,2000
8859,"Dude, Where’s My Car?",Comedy,2000
11688,The Emperor's New Groove,Adventure,2000
12509,Pollock,Drama,2000
3981,What Women Want,Comedy,2000
711,Finding Forrester,Drama,2000
2046,The Gift,Horror,2000
5001,Before Night Falls,Drama,2000
8358,Cast Away,Adventure,2000
5994,The Family Man,Comedy,2000
25520,The House of Mirth,Drama,2000
1493,Miss Congeniality,Comedy,2000
25660,Nowhere to Hide,Action,1999
134,"O Brother, Where Art Thou?",Action,2000
62677,Songcatcher,Drama,2001
21991,State and Main,Comedy,2000
10577,Dracula 2000,Thriller,2000
21355,All the Pretty Horses,Drama,2000
29122,An Everlasting Piece,Comedy,2000
11973,Thirteen Days,Drama,2000
1900,Traffic,Thriller,2000
44853,The Claim,Drama,2000
10873,Shadow of the Vampire,Drama,2000
26719,House of Games,Crime,1987
31583,Kill Me Again,Drama,1989
15739,Annie,Comedy,1982
15413,Don't Tell Mom the Babysitter's Dead,Comedy,1991
2623,An Officer and a Gentleman,Drama,1982
11209,The Alamo,Action,1960
13715,At Close Range,Crime,1986
19108,Breaker! Breaker!,Action,1977
8043,Breakheart Pass,Thriller,1975
43258,Friendly Persuasion,Drama,1956
10655,Gettysburg,War,1993
75490,Imaginary Crimes,Drama,1994
42261,Rancho Deluxe,Action,1975
34794,The St  Francisville Experiment,Horror,2000
9989,Antitrust,Action,2001
18828,Double Take,Adventure,2001
9816,Save the Last Dance,Drama,2001
20637,Panic,Comedy,2000
5955,The Pledge,Crime,2001
125498,Kids World,Desconocido,2001
77825,The Personals,Drama,1998
220976,The Amati Girls,Drama,2001
66599,Love Field,Drama,1992
17474,The Man in the Moon,Drama,1991
11191,Mystic Pizza,Comedy,1988
2613,Prelude to a Kiss,Drama,1992
22021,Coffy,Thriller,1973
22048,Foxy Brown,Thriller,1974
17006,I'm Gonna Git You Sucka,Action,1988
26333,Untamed Heart,Comedy,1993
16723,Sugar & Spice,Crime,2001
2018,The Wedding Planner,Comedy,2001
31768,Amy,Comedy,1997
287991,Dog Run,Desconocido,2001
47595,Faithless,Drama,2000
18856,The Invisible Circus,Drama,2001
10499,The Legend of Rita,Drama,2000
37949,A Monkey's Tale,Adventure,1999
83500,Two Ninas,Comedy,2000
47943,"Harry, He's Here To Help",Comedy,2000
74340,Amazing Grace and Chuck,Drama,1987
5709,Amazon Women on the Moon,Comedy,1987
11215,Baby Boom,Comedy,1987
26477,Back to the Beach,Comedy,1987
10937,Barfly,Comedy,1987
4639,Best Seller,Action,1987
96,Beverly Hills Cop II,Action,1987
90,Beverly Hills Cop,Action,1984
11028,The Big Easy,Drama,1986
57240,Big Shots,Action,1987
67307,The Big Town,Drama,1987
19324,Born in East L.A.,Comedy,1987
19933,The Brave Little Toaster,Fantasy,1987
12919,Can't Buy Me Love,Drama,1987
15785,Cherry 2000,Science Fiction,1987
31701,Cop,Crime,1988
31563,Critical Condition,Comedy,1987
12506,Cry Freedom,Drama,1987
89992,Curse,Horror,1987
70199,Dead of Winter,Horror,1987
39507,The Dead,Drama,1987
62185,Death Before Dishonor,Drama,1987
24826,Disorderlies,Comedy,1987
30994,Dogs in Space,Music,1986
17159,Eddie Murphy Raw,Comedy,1987
10110,Empire of the Sun,Drama,1987
18935,Ernest Goes to Camp,Comedy,1987
764,The Evil Dead,Horror,1981
20287,Extreme Prejudice,Action,1987
26964,Family Viewing,Drama,1987
71881,Five Corners,Drama,1987
15658,Flowers in the Attic,Drama,1987
4918,The Fourth Protocol,Action,1987
28368,Gardens of Stone,Drama,1987
58084,Julia and Julia,Drama,1987
52780,The Glass Menagerie,Drama,1987
48149,"Good Morning, Babylon",Romance,1987
26156,Hiding Out,Action,1987
34101,Hollywood Shuffle,Comedy,1987
32054,Hope and Glory,Drama,1987
14464,Hot Pursuit,Comedy,1987
65501,Housekeeping,Comedy,1987
32227,Hunk,Fantasy,1987
2614,Innerspace,Action,1987
40962,Ironweed,Drama,1987
12704,Ishtar,Action,1987
580,Jaws: The Revenge,Adventure,1987
24828,Leonard Part 6,Action,1987
13703,Less Than Zero,Drama,1987
36914,Like Father Like Son,Comedy,1987
1547,The Lost Boys,Horror,1987
42010,Made in Heaven,Fantasy,1987
2608,Maid to Order,Comedy,1987
32058,Making Mr. Right,Comedy,1987
10019,Mannequin,Fantasy,1987
11649,Masters of the Universe,Action,1987
84499,Million Dollar Mystery,Comedy,1987
13509,The Monster Squad,Horror,1987
63639,A Month in the Country,History,1987
30175,Morgan Stewart's Coming Home,Comedy,1987
51521,My Demon Lover,Comedy,1987
34379,No Man's Land,Action,1987
22915,North Shore,Action,1987
24940,Head Over Heels,Comedy,2001
37302,Left Behind,Drama,2000
10984,Valentine,Horror,2001
843,In the Mood for Love,Drama,2000
121091,Fever,Drama,1999
318,The Million Dollar Hotel,Drama,2000
12806,Nico and Dani,Drama,2000
9740,Hannibal,Crime,2001
10878,Saving Silverman,Comedy,2001
47588,Signs & Wonders,Drama,2001
10697,The Taste of Others,Drama,2000
7093,Vatel,History,2000
16300,Down to Earth,Fantasy,2001
19405,Recess: School's Out,Science Fiction,2001
1921,Sweet November,Drama,2001
44412,Company Man,Comedy,2000
21620,The Price of Milk,Comedy,2000
23685,Monkeybone,Adventure,2001
12138,3000 Miles to Graceland,Action,2001
48217,The Widow of Saint-Pierre,Romance,2000
6073,The Mexican,Action,2001
39180,See Spot Run,Action,2001
35569,Carman: The Champion,Drama,2001
25208,The Caveman's Valentine,Drama,2001
82103,"Me, You, Them",Comedy,2000
19513,Series 7: The Contenders,Action,2001
2749,15 Minutes,Action,2001
10050,Get Over It,Comedy,2001
17203,Blow Dry,Comedy,2001
168485,Hit and Runway,Desconocido,1999
95682,Long Night's Journey Into Day,Documentary,2000
54968,Simon Magus,Desconocido,1999
49929,When Brendan Met Trudy,Desconocido,2000
2302,Avalon,Drama,1990
32686,Gray's Anatomy,Comedy,1996
13889,Madadayo,Drama,1993
6028,The Mirror Crack'd,Crime,1980
51802,Of Mice and Men,Drama,1939
42148,Pixote,Crime,1981
29492,Reform School Girls,Action,1986
25447,Tapeheads,Comedy,1988
28410,Tuff Turf,Drama,1985
38545,The Unbelievable Truth,Comedy,1989
19490,The Bishop's Wife,Comedy,1947
31151,Elvis That's the Way It Is,Music,1970
1888,The Fortune Cookie,Romance,1966
38805,Lilies of the Field,Comedy,1963
16618,Hans Christian Andersen,Music,1952
2428,The Greatest Story Ever Told,Drama,1965
22013,Elmer Gantry,Drama,1960
15598,Alfie,Comedy,1966
43332,Demetrius and the Gladiators,Action,1954
62127,The Fantasticks,Comedy,1995
56137,I Know Where I'm Going!,Drama,1945
17965,The Abominable Dr. Phibes,Comedy,1971
29067,"Die, Monster, Die!",Drama,1965
33250,Real Life,Comedy,1979
14460,Battle Beyond the Stars,Science Fiction,1980
17466,Death Warrant,Action,1990
9594,Double Impact,Thriller,1991
35976,The End,Comedy,1978
4986,Fuzz,Comedy,1972
2453,Harley Davidson and the Marlboro Man,Action,1991
33676,Losin' It,Comedy,1983
4587,Mermaids,Comedy,1990
31004,The Mighty Quinn,Action,1989
125099,Unmade Beds,Comedy,1997
27859,Rated X,Drama,2000
11454,Manhunter,Crime,1986
38718,Reversal of Fortune,Drama,1990
4192,Death on the Nile,Mystery,1978
11607,DeepStar Six,Action,1989
14052,Revenge of the Nerds,Comedy,1984
16889,Revenge of the Nerds II: Nerds in Paradise,Comedy,1987
39934,Longtime Companion,Drama,1990
26580,4 Little Girls,Documentary,1997
21309,River's Edge,Crime,1986
16263,Girls Just Want to Have Fun,Comedy,1985
4985,The Longest Yard,Crime,1974
20704,Necessary Roughness,Comedy,1991
23730,C.H.U.D.,Horror,1984
853,Enemy at the Gates,War,2001
10877,Exit Wounds,Action,2001
5257,The Dish,History,2000
77,Memento,Mystery,2000
20322,The Brothers,Comedy,2001
10833,Heartbreakers,Crime,2001
20309,Say It Isn't So,Comedy,2001
125093,Too Much Sleep,Desconocido,1997
12658,Someone Like You...,Comedy,2001
10054,Spy Kids,Action,2001
10646,Tomcats,Comedy,2001
2575,The Tailor of Panama,Drama,2001
55,Amores perros,Drama,2000
65075,Keep the River on Your Right: A Modern Cannibal Tale,Documentary,2000
44379,The Gleaners & I,Documentary,2000
2043,Along Came a Spider,Crime,2001
4133,Blow,Crime,2001
56715,Just Visiting,Comedy,2001
10991,Pokémon: Spell of the Unknown,Adventure,2000
15940,Beautiful Creatures,Comedy,2000
26791,Brigham City,Crime,2001
44069,The Day I Became a Woman,Drama,2000
68894,Shadow Magic,Drama,2000
634,Bridget Jones's Diary,Comedy,2001
10956,Joe Dirt,Mystery,2001
19366,Josie and the Pussycats,Comedy,2001
136558,Kingdom Come,Comedy,2011
28308,The Body,Drama,2001
9519,Chopper,Crime,2000
13898,The Circle,Drama,2000
196280,Lakeboat,Desconocido,2000
9290,Crocodile Dundee in Los Angeles,Adventure,2001
13166,Freddy Got Fingered,Comedy,2001
32590,The Center of the World,Drama,2001
109472,The Girl,Drama,2001
153141,The Low Down,Romance,2001
52654,The Luzhin Defence,Romance,2000
70282,The Visit,Drama,2000
47643,Lilies,Drama,1996
111,Scarface,Action,1983
32488,Days of Wine and Roses,Drama,1962
10477,Driven,Action,2001
12484,The Forsaken,Action,2001
2144,One Night at McCool's,Action,2001
24113,Town & Country,Comedy,2001
118052,Rat,Drama,2001
1734,The Mummy Returns,Adventure,2001
38047,Eureka,Drama,2000
8076,Tuvalu,Fantasy,1999
4973,Under the Sand,Drama,2000
8095,Cleopatra,Drama,1963
849,Krull,Fantasy,1983
27223,Lost in America,Comedy,1985
2981,The Lost World,Adventure,1925
39266,Triumph of the Will,Documentary,1935
31863,True Believer,Crime,1989
11307,The World According to Garp,Comedy,1982
46498,Candy,Fantasy,1968
11163,Fellini Satyricon,Drama,1969
11035,Roma,Comedy,1972
18691,Frankie and Johnny,Comedy,1966
3784,Frankie and Johnny,Drama,1991
78133,A Home of Our Own,Comedy,1993
22829,Paris When It Sizzles,Comedy,1964
35717,Pola X,Drama,1999
11936,City of Women,Comedy,1980
25221,For the Boys,Music,1991
19494,Nine to Five,Comedy,1980
40842,Norma Rae,Drama,1979
19357,Summer Rental,Comedy,1985
33743,"The 5,000 Fingers of Dr. T.",Family,1953
32924,Catchfire,Drama,1990
9062,Love Story,Drama,1970
11174,Pelle the Conqueror,Drama,1987
934,Rififi,Drama,1955
9476,A Knight's Tale,Adventure,2001
37691,Bread and Roses,Comedy,2000
115810,Calle 54,Documentary,2000
10613,The King Is Alive,Drama,2000
19094,Sordid Lives,Comedy,2001
14268,Startup.com,Documentary,2001
5852,Angel Eyes,Drama,2001
808,Shrek,Adventure,2001
49453,Fast Food Fast Women,Comedy,2000
824,Moulin Rouge!,Drama,2001
37558,Little Brothers,Drama,1999
676,Pearl Harbor,History,2001
88727,Bloody Angels,Thriller,1998
26813,Himalaya,Adventure,1999
29572,The Man Who Cried,Drama,2000
48109,Our Song,Drama,2000
291675,Gabriela,Desconocido,2001
50541,Ice Castles,Drama,1978
26255,Love Potion No. 9,Comedy,1992
22414,Postcards from the Edge,Comedy,1990
43329,Apache,Action,1954
42233,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Western,1976
1406,City Slickers,Action,1991
13554,Eight Men Out,Drama,1988
17664,The Horse Soldiers,War,1959
66035,The Kentuckian,Action,1955
41050,La Notte,Drama,1961
1632,Mississippi Burning,Thriller,1988
966,The Magnificent Seven,Western,1960
12639,Return of the Seven,Western,1966
301,Rio Bravo,Western,1959
31527,The Scarlet Empress,Drama,1934
4988,Semi-Tough,Comedy,1977
12623,Suspect,Crime,1987
11896,Throw Momma from the Train,Crime,1987
25538,Yi Yi,Drama,2000
17971,Midnight Madness,Comedy,1980
6498,Nightwatch,Horror,1994
5923,The Sand Pebbles,Action,1966
15497,Twelve O'Clock High,War,1949
21876,Von Ryan's Express,Action,1965
11090,The Animal,Action,2001
14034,What's the Worst That Could Happen?,Action,2001
21056,Big Eden,Drama,2000
9397,Evolution,Action,2001
9705,Swordfish,Action,2001
26475,The Anniversary Party,Comedy,2001
56934,Bride of the Wind,Romance,2001
29937,Divided We Fall,Comedy,2000
49922,Whatever Happened to Harold Smith?,Comedy,2000
10364,Catch-22,War,1970
32458,Forgotten Silver,Comedy,1995
1089,Point Break,Action,1991
38043,Shag,Comedy,1989
9967,Uncommon Valor,Action,1983
17494,Unlawful Entry,Crime,1992
17465,Youngblood,Drama,1986
759,Gentlemen Prefer Blondes,Comedy,1953
10297,How to Marry a Millionaire,Comedy,1953
29393,Macabre,Horror,1958
10653,The Seven Year Itch,Comedy,1955
21468,There's No Business Like Show Business,Comedy,1954
9576,Tootsie,Comedy,1982
22323,The Boys Next Door,Action,1985
31935,Too Late the Hero,Drama,1970
126881,The Trio,Desconocido,1998
52616,Pavilion of Women,War,2001
10865,Atlantis: The Lost Empire,Animation,2001
1995,Lara Croft: Tomb Raider,Adventure,2001
10808,Dr. Dolittle 2,Comedy,2001
9799,The Fast and the Furious,Action,2001
644,A.I. Artificial Intelligence,Drama,2001
16161,Baby Boy,Crime,2001
10691,Crazy/Beautiful,Drama,2001
10615,Pootie Tang,Action,2001
47596,Snow days,Comedy,1999
21488,Funny Felix,Comedy,2000
59733,Down from the Mountain,Music,2001
271462,Russian Doll,Romance,2001
11826,Sexy Beast,Crime,2000
24470,"South of Heaven, West of Hell",Action,2000
9301,The Princess and the Warrior,Romance,2000
11444,The Closet,Comedy,2001
15564,Wolves,Documentary,1999
60670,The Crimson Rivers,Crime,2000
55551,Lumumba,Drama,2000
40880,Pandaemonium,Drama,2001
10992,Cats & Dogs,Comedy,2001
2140,Kiss of the Dragon,Action,2001
4248,Scary Movie 2,Comedy,2001
17612,Lost and Delirious,Drama,2001
3134,Baise-moi,Crime,2000
34899,The Vertical Ray of the Sun,Drama,2000
8217,Alice,Comedy,1990
22478,Another Woman,Drama,1988
26483,Beach Blanket Bingo,Comedy,1965
24382,Big Deal on Madonna Street,Crime,1958
11286,The Cannonball Run,Comedy,1981
11950,Cannonball Run II,Action,1984
12236,Speed Zone,Action,1989
36245,Diary of a Chambermaid,Crime,1964
43342,Donovan's Brain,Drama,1953
15875,Donovan's Reef,Adventure,1963
26573,Dr. Goldfoot and the Bikini Machine,Comedy,1965
23439,House of Usher,Horror,1960
10728,Faust,Drama,1926
5991,The Last Laugh,Drama,1924
11697,The Man Who Shot Liberty Valance,Western,1962
6106,Salvador,Drama,1986
22477,September,Drama,1987
19200,Shadows and Fog,Thriller,1991
11300,Something Wild,Action,1986
16211,The Sons of Katie Elder,Western,1965
28650,The Thing with Two Heads,Comedy,1972
42780,Village of the Giants,Science Fiction,1965
32569,X: The Man with the X-Ray Eyes,Horror,1963
20075,Nice Dreams,Comedy,1981
28430,The Day the Earth Caught Fire,Science Fiction,1961
28794,The House by the Cemetery,Horror,1981
20197,Things Are Tough All Over,Action,1982
43316,All That Heaven Allows,Drama,1955
34689,The Barefoot Contessa,Mystery,1954
25690,The Blackout,Drama,1997
10238,Cries and Whispers,Drama,1972
18929,The Entertainer,Drama,1960
4789,The Garden of the Finzi-Continis,Drama,1970
32595,Howling III: The Marsupials,Horror,1987
18030,Kiss Me Deadly,Drama,1955
18988,The Lion in Winter,Drama,1968
11536,The Misfits,Drama,1961
10339,Moby Dick,Adventure,1956
39875,Popcorn,Horror,1991
50031,Rembrandt,Drama,1936
976,Sweet Smell of Success,Drama,1957
69605,Written on the Wind,Drama,1956
65632,The 10th Victim,Comedy,1965
29471,Colonel Redl,Drama,1985
4780,Obsession,Drama,1976
11906,Suspiria,Horror,1977
11713,Fist of Fury,Drama,1972
9589,Christiane F.,Drama,1981
12481,The Big Boss,Action,1971
13333,Game of Death,Drama,1978
13938,The Last Dragon,Action,1985
10540,Outland,Science Fiction,1981
9462,The Way of the Dragon,Action,1972
82623,T-Rex: Back to the Cretaceous,Family,1998
2114,Final Fantasy: The Spirits Within,Adventure,2001
8835,Legally Blonde,Comedy,2001
11371,The Score,Action,2001
78248,Adanggaman,Drama,2000
9517,Bully,Crime,2001
25985,Jump Tomorrow,Drama,2001
15745,Made,Action,2001
24977,Michael Jordan to the Max,Documentary,2000
36107,More,Animation,1998
113271,Thrill Ride: The Science of Fun,Documentary,1997
58904,Haunted Castle,Animation,2001
103489,All Access: Front Row. Backstage. Live!,Desconocido,2001
13794,Africa: The Serengeti,Documentary,1994
13795,Alaska: Spirit of the Wild,Documentary,1998
103488,Encounter in the Third Dimension,Documentary,1999
73482,Siegfried & Roy: The Magic Box,Documentary,1999
38965,18 Again!,Fantasy,1988
47817,1969,Drama,1988
31052,The Accidental Tourist,Drama,1988
10868,The Accused,Drama,1988
9395,Above the Law,Action,1988
14506,The Adventures of Baron Munchausen,Action,1988
5333,Apartment Zero,Thriller,1988
4281,Appointment with Death,Thriller,1988
2,Ariel,Drama,1988
26044,Arthur 2: On the Rocks,Comedy,1988
59797,Bad Dreams,Horror,1988
14911,Bat*21,Action,1988
15592,Beaches,Comedy,1988
15267,The Beast of War,Drama,1988
12710,Big Business,Comedy,1988
30502,Big Top Pee-wee,Comedy,1988
19382,Biloxi Blues,Comedy,1988
24679,Bird,Drama,1988
9599,The Blob,Horror,1988
94440,The Boost,Drama,1988
17170,"Bright Lights, Big City",Drama,1988
18509,Caddyshack II,Comedy,1988
110428,Camille Claudel 1915,Drama,2013
34604,Casual Sex?,Comedy,1988
14441,Clean and Sober,Drama,1988
7520,Cocktail,Drama,1988
10126,Colors,Action,1988
9602,Coming to America,Comedy,1988
23752,The Couch Trip,Comedy,1988
41952,Criminal Law,Drama,1988
3980,Critters,Action,1986
10127,Critters 2,Comedy,1988
12702,Critters 3,Comedy,1991
27397,Crossing Delancey,Comedy,1988
9748,D.O.A.,Mystery,1988
40095,Dead Heat,Action,1988
10651,The Dead Pool,Action,1988
10141,Dirty Rotten Scoundrels,Crime,1988
27362,Drowning by Numbers,Comedy,1988
5680,"Elvira, Mistress of the Dark",Fantasy,1988
26386,Ernest Saves Christmas,Comedy,1988
34053,Everybody's All-American,Drama,1988
25884,Feds,Action,1988
26355,For Keeps,Drama,1988
10675,Frantic,Crime,1988
38982,Fresh Horses,Drama,1988
10130,Gorillas in the Mist,Drama,1988
2617,The Great Outdoors,Comedy,1988
38615,Heartbreak Hotel,Comedy,1988
21362,High Spirits,Horror,1988
30690,Hot to Trot,Comedy,1988
75889,The House on Carroll Street,Drama,1988
38500,Howling IV: The Original Nightmare,Horror,1988
26723,Imagine: John Lennon,Documentary,1988
20443,Johnny Be Good,Comedy,1988
49365,Lady in White,Horror,1988
11347,The Lair of the White Worm,Comedy,1988
12144,The Land Before Time,Animation,1988
13704,License to Drive,Comedy,1988
12505,Little Nikita,Drama,1988
41963,Masquerade,Drama,1988
13482,The Milagro Beanfield War,Comedy,1988
34014,Moon Over Parador,Action,1988
29739,Moving,Comedy,1988
12120,My Stepmother is an Alien,Comedy,1988
47818,A Night in the Life of Jimmy Reardon,Drama,1988
38617,Off Limits,Action,1988
3543,Bagdad Cafe,Comedy,1987
51321,Permanent Record,Drama,1988
9604,Red Heat,Action,1988
24929,Return of the Living Dead Part II,Comedy,1988
10925,The Return of the Living Dead,Comedy,1985
13965,Return to Snowy River,Adventure,1988
24266,The Man from Snowy River,Family,1982
58434,Rocket Gibraltar,Drama,1988
18197,Running on Empty,Drama,1988
70842,Salome's Last Dance,Comedy,1988
38909,Salsa,Drama,1988
17126,Satisfaction,Music,1988
11503,The Serpent and the Rainbow,Horror,1988
38558,Shakedown,Action,1988
9717,Shoot to Kill,Action,1988
11966,Short Circuit 2,Comedy,1988
2605,Short Circuit,Comedy,1986
8740,The Vanishing,Horror,1988
25497,Stormy Monday,Romance,1988
38560,Sunset,Action,1988
50203,Sweet Hearts Dance,Comedy,1988
26798,Switching Channels,Comedy,1988
91445,The Telephone,Drama,1988
41428,Tetsuo: The Iron Man,Horror,1989
8337,They Live,Action,1988
47493,To Kill a Priest,Drama,1988
8463,Torch Song Trilogy,Comedy,1988
41974,Track 29,Drama,1988
28176,Tucker: The Man and His Dream,Drama,1988
9493,Twins,Comedy,1988
26603,Vice Versa,Comedy,1988
33172,Watchers,Action,1988
29095,Waxwork,Horror,1988
12582,Without a Clue,Comedy,1988
10001,Young Einstein,Comedy,1988
11352,Always,Fantasy,1989
12500,American Ninja,Action,1985
25678,American Ninja 2: The Confrontation,Action,1987
25682,American Ninja 3: Blood Hunt,Action,1989
32049,Best of the Best 2,Action,1993
45225,The Big Picture,Comedy,1989
1648,Bill & Ted's Excellent Adventure,Adventure,1989
4105,Black Rain,Action,1989
22711,Blaze,Drama,1989
19124,Blind Fury,Action,1989
69828,Breaking In,Action,1989
53150,C.H.U.D. II: Bud the Chud,Horror,1989
10142,Casualties of War,Drama,1989
3064,Chances Are,Fantasy,1989
86093,Cookie,Comedy,1989
10134,Cyborg,Action,1989
21291,Dad,Drama,1989
4925,Dead Bang,Action,1989
30352,Disorganized Crime,Action,1989
15142,Dream a Little Dream,Fantasy,1989
14550,The Dream Team,Comedy,1989
32075,A Dry White Season,Drama,1989
2210,Earth Girls Are Easy,Music,1988
25005,Eddie and the Cruisers II: Eddie Lives!,Drama,1989
21721,Eddie and the Cruisers,Drama,1983
116014,Enemies: A Love Story,Comedy,1989
11828,Erik the Viking,Adventure,1989
55699,The Experts,Action,1989
10551,Family Business,Action,1989
20713,Farewell to the King,War,1989
27461,Fat Man and Little Boy,War,1989
41969,The Girl in a Swing,Drama,1988
1380,Gleaming the Cube,Drama,1989
19157,Going Overboard,Comedy,1989
11465,Great Balls of Fire!,Drama,1989
17190,Gross Anatomy,Comedy,1989
55059,Happy Together,Comedy,1989
9085,Harlem Nights,Comedy,1989
17819,Her Alibi,Comedy,1989
46786,Homer and Eddie,Drama,1989
14776,How to Get Ahead in Advertising,Fantasy,1989
59585,Immediate Family,Comedy,1989
32855,In Country,Drama,1989
29185,An Innocent Man,Action,1989
39787,Jacknife,Drama,1989
32059,The January Man,Crime,1989
505,Johnny Handsome,Crime,1989
4486,Jesus of Montreal,Drama,1989
10345,K-9,Action,1989
10222,Kickboxer,Action,1989
12774,Last Exit to Brooklyn,Drama,1989
14621,Lean On Me,Drama,1989
19118,Let It Ride,Comedy,1989
14372,Leviathan,Adventure,1989
15138,Little Monsters,Adventure,1989
9972,Lock Up,Action,1989
9494,Look Who's Talking,Comedy,1989
17362,Loverboy,Comedy,1989
9942,Major League,Comedy,1989
8216,Meet the Feebles,Comedy,1989
4296,Millennium,Mystery,1989
24739,Miracle Mile,Romance,1989
39197,Miss Firecracker,Comedy,1989
9686,New York Stories,Comedy,1989
27418,Next of Kin,Adventure,1989
39002,No Holds Barred,Action,1989
43345,Old Gringo,Action,1989
31606,The Package,Action,1989
27607,Parents,Comedy,1989
37146,Penn & Teller Get Killed,Comedy,1989
20006,Pink Cadillac,Action,1989
8867,The Punisher,Action,1989
12663,Red Scorpion,Action,1988
331,Jurassic Park III,Adventure,2001
11467,America's Sweethearts,Comedy,2001
327,Brother,Crime,2000
1548,Ghost World,Comedy,2001
13403,Hedwig and the Angry Inch,Comedy,2001
869,Planet of the Apes,Thriller,2001
552,Bread and Tulips,Drama,2000
36095,Cure,Crime,1997
33379,Greenfingers,Comedy,2001
196859,Jackpot,Desconocido,2001
47574,The Monkey's Mask,Drama,2000
2171,Wet Hot American Summer,Comedy,2001
87462,Relentless,Mystery,1989
20307,Renegades,Action,1989
19142,The Return of Swamp Thing,Horror,1989
41946,The Return of the Musketeers,Comedy,1989
10135,Road House,Action,1989
32767,Romero,Drama,1989
56162,Rosalie Goes Shopping,Comedy,1989
